updatedate,ziptext,case_count,population,new_cases,days_past
2020-06-15,92124.0,38.0,30443,1.0,266
2020-06-15,92123.0,74.0,26823,0.0,266
2020-06-15,92122.0,35.0,43728,0.0,266
2020-06-15,92121.0,4.0,4179,0.0,266
2020-06-15,92120.0,44.0,26317,0.0,266
2020-06-15,92119.0,45.0,23057,0.0,266
2020-06-15,92117.0,85.0,51332,3.0,266
2020-06-15,92067.0,16.0,9535,1.0,266
2020-06-15,92672.0,0.0,34464,0.0,266
2020-06-15,92065.0,54.0,35414,1.0,266
2020-06-15,91980.0,5.0,165,0.0,266
2020-06-15,91978.0,35.0,8896,0.0,266
2020-06-15,91977.0,278.0,58368,7.0,266
2020-06-15,91963.0,13.0,1118,0.0,266
2020-06-15,91962.0,0.0,1646,0.0,266
2020-06-15,91950.0,494.0,60322,8.0,266
2020-06-15,91948.0,0.0,78,0.0,266
2020-06-15,91945.0,95.0,25460,1.0,266
2020-06-15,91942.0,100.0,38069,0.0,266
2020-06-15,91941.0,78.0,31779,2.0,266
2020-06-15,91935.0,18.0,8624,0.0,266
2020-06-15,91934.0,0.0,737,0.0,266
2020-06-15,91932.0,140.0,25718,6.0,266
2020-06-15,91931.0,0.0,592,0.0,266
2020-06-15,91917.0,4.0,992,0.0,266
2020-06-15,91916.0,3.0,1622,0.0,266
2020-06-15,91915.0,98.0,24659,1.0,266
2020-06-15,91914.0,61.0,15448,2.0,266
2020-06-15,91913.0,182.0,40971,0.0,266
2020-06-15,91911.0,623.0,82999,15.0,266
2020-06-15,91910.0,473.0,75802,4.0,266
2020-06-15,91906.0,6.0,3627,1.0,266
2020-06-15,91905.0,4.0,1700,0.0,266
2020-06-15,91902.0,57.0,17653,0.0,266
2020-06-15,91901.0,16.0,17403,0.0,266
2020-06-15,92003.0,8.0,4746,0.0,266
2020-06-15,92004.0,9.0,3881,0.0,266
2020-06-15,92066.0,4.0,378,0.0,266
2020-06-15,92008.0,25.0,27649,0.0,266
2020-06-15,92007.0,13.0,10429,0.0,266
2020-06-15,92064.0,56.0,47904,2.0,266
2020-06-15,92061.0,3.0,2499,0.0,266
2020-06-15,92060.0,0.0,218,0.0,266
2020-06-15,92059.0,2.0,1618,0.0,266
2020-06-15,92058.0,52.0,42436,1.0,266
2020-06-15,92057.0,71.0,54096,0.0,266
2020-06-15,92055.0,1.0,15655,0.0,266
2020-06-15,92054.0,68.0,40375,1.0,266
2020-06-15,92040.0,85.0,41281,0.0,266
2020-06-15,92037.0,56.0,46781,0.0,266
2020-06-15,92036.0,2.0,3440,0.0,266
2020-06-15,92056.0,69.0,51835,1.0,266
2020-06-15,92028.0,51.0,46239,2.0,266
2020-06-15,92029.0,21.0,19021,0.0,266
2020-06-15,92010.0,19.0,14382,1.0,266
2020-06-15,92011.0,17.0,22405,0.0,266
2020-06-15,92014.0,23.0,13154,0.0,266
2020-06-15,92020.0,342.0,57767,3.0,266
2020-06-15,92019.0,113.0,42598,1.0,266
2020-06-15,92009.0,36.0,40747,0.0,266
2020-06-15,92024.0,75.0,49121,3.0,266
2020-06-15,92025.0,149.0,49978,1.0,266
2020-06-15,92026.0,115.0,48922,4.0,266
2020-06-15,92027.0,112.0,53881,5.0,266
2020-06-15,92021.0,291.0,65068,5.0,266
2020-06-16,92106.0,19.0,19330,0.0,265
2020-06-16,92104.0,136.0,44414,2.0,265
2020-06-16,92105.0,324.0,69813,5.0,265
2020-06-16,92107.0,29.0,28651,1.0,265
2020-06-16,92114.0,335.0,65433,0.0,265
2020-06-16,92109.0,81.0,45787,2.0,265
2020-06-16,92110.0,62.0,25341,0.0,265
2020-06-16,92111.0,90.0,45096,1.0,265
2020-06-16,92113.0,417.0,56066,6.0,265
2020-06-16,92103.0,146.0,31066,4.0,265
2020-06-16,92108.0,70.0,18858,0.0,265
2020-06-16,92102.0,241.0,43267,1.0,265
2020-06-16,92070.0,1.0,1245,0.0,265
2020-06-16,92096.0,0.0,3395,0.0,265
2020-06-16,92093.0,6.0,8392,0.0,265
2020-06-16,92091.0,2.0,1048,0.0,265
2020-06-16,92086.0,0.0,1573,0.0,265
2020-06-16,92084.0,77.0,47654,2.0,265
2020-06-16,92083.0,85.0,36975,2.0,265
2020-06-16,92082.0,22.0,19037,2.0,265
2020-06-16,92081.0,34.0,27404,0.0,265
2020-06-16,92078.0,56.0,42906,1.0,265
2020-06-16,92075.0,13.0,12056,0.0,265
2020-06-16,92071.0,81.0,53422,3.0,265
2020-06-16,92115.0,195.0,58560,2.0,265
2020-06-16,92101.0,137.0,37095,1.0,265
2020-06-16,92116.0,72.0,31680,0.0,265
2020-06-16,92130.0,52.0,48940,1.0,265
2020-06-16,92118.0,22.0,23575,0.0,265
2020-06-16,92069.0,79.0,46369,0.0,265
2020-06-16,92536.0,0.0,3810,0.0,265
2020-06-16,92259.0,0.0,390,0.0,265
2020-06-16,92182.0,0.0,606,0.0,265
2020-06-16,92173.0,436.0,29429,3.0,265
2020-06-16,92161.0,3.0,0,0.0,265
2020-06-16,92155.0,0.0,550,0.0,265
2020-06-16,92154.0,812.0,79708,2.0,265
2020-06-16,92145.0,6.0,1449,0.0,265
2020-06-16,92140.0,45.0,3435,0.0,265
2020-06-16,92139.0,158.0,35125,3.0,265
2020-06-16,92136.0,14.0,10699,0.0,265
2020-06-16,92135.0,6.0,571,1.0,265
2020-06-16,92134.0,4.0,198,0.0,265
2020-06-16,92131.0,24.0,32787,0.0,265
2020-06-16,92129.0,47.0,51536,1.0,265
2020-06-16,92128.0,70.0,47490,2.0,265
2020-06-16,92127.0,69.0,39337,1.0,265
2020-06-16,92126.0,119.0,73343,0.0,265
2020-06-16,92124.0,39.0,30443,1.0,265
2020-06-16,92123.0,74.0,26823,0.0,265
2020-06-16,92122.0,37.0,43728,2.0,265
2020-06-16,92121.0,4.0,4179,0.0,265
2020-06-16,92120.0,44.0,26317,0.0,265
2020-06-16,92119.0,47.0,23057,2.0,265
2020-06-16,92117.0,87.0,51332,2.0,265
2020-06-16,92067.0,16.0,9535,0.0,265
2020-06-16,92672.0,0.0,34464,0.0,265
2020-06-16,92065.0,54.0,35414,0.0,265
2020-06-16,91980.0,5.0,165,0.0,265
2020-06-16,91978.0,35.0,8896,0.0,265
2020-06-16,91977.0,281.0,58368,3.0,265
2020-06-16,91963.0,13.0,1118,0.0,265
2020-06-16,91962.0,0.0,1646,0.0,265
2020-06-16,91950.0,502.0,60322,8.0,265
2020-06-16,91948.0,0.0,78,0.0,265
2020-06-16,91945.0,99.0,25460,4.0,265
2020-06-16,91942.0,101.0,38069,1.0,265
2020-06-16,91941.0,80.0,31779,2.0,265
2020-06-16,91935.0,18.0,8624,0.0,265
2020-06-16,91934.0,0.0,737,0.0,265
2020-06-16,91932.0,144.0,25718,4.0,265
2020-06-16,91931.0,0.0,592,0.0,265
2020-06-16,91917.0,4.0,992,0.0,265
2020-06-16,91916.0,3.0,1622,0.0,265
2020-06-16,91915.0,100.0,24659,2.0,265
2020-06-16,91914.0,61.0,15448,0.0,265
2020-06-16,91913.0,185.0,40971,3.0,265
2020-06-16,91911.0,631.0,82999,8.0,265
2020-06-16,91910.0,477.0,75802,4.0,265
2020-06-16,91906.0,6.0,3627,0.0,265
2020-06-16,91905.0,4.0,1700,0.0,265
2020-06-16,91902.0,57.0,17653,0.0,265
2020-06-16,91901.0,17.0,17403,1.0,265
2020-06-16,92003.0,8.0,4746,0.0,265
2020-06-16,92004.0,9.0,3881,0.0,265
2020-06-16,92066.0,4.0,378,0.0,265
2020-06-16,92008.0,26.0,27649,1.0,265
2020-06-16,92007.0,13.0,10429,0.0,265
2020-06-16,92064.0,56.0,47904,0.0,265
2020-06-16,92061.0,3.0,2499,0.0,265
2020-06-16,92060.0,0.0,218,0.0,265
2020-06-16,92059.0,2.0,1618,0.0,265
2020-06-16,92058.0,53.0,42436,1.0,265
2020-06-16,92057.0,71.0,54096,0.0,265
2020-06-16,92055.0,1.0,15655,0.0,265
2020-06-16,92054.0,72.0,40375,4.0,265
2020-06-16,92040.0,87.0,41281,2.0,265
2020-06-16,92037.0,56.0,46781,0.0,265
2020-06-16,92036.0,2.0,3440,0.0,265
2020-06-16,92056.0,71.0,51835,2.0,265
2020-06-16,92028.0,51.0,46239,0.0,265
2020-06-16,92029.0,21.0,19021,0.0,265
2020-06-16,92010.0,20.0,14382,1.0,265
2020-06-16,92011.0,18.0,22405,1.0,265
2020-06-16,92014.0,23.0,13154,0.0,265
2020-06-16,92020.0,346.0,57767,4.0,265
2020-06-16,92019.0,113.0,42598,0.0,265
2020-06-16,92009.0,36.0,40747,0.0,265
2020-06-16,92024.0,77.0,49121,2.0,265
2020-06-16,92025.0,150.0,49978,1.0,265
2020-06-16,92026.0,117.0,48922,2.0,265
2020-06-16,92027.0,115.0,53881,3.0,265
2020-06-16,92021.0,295.0,65068,4.0,265
2020-06-17,92106.0,19.0,19330,0.0,264
2020-06-17,92104.0,142.0,44414,6.0,264
2020-06-17,92105.0,332.0,69813,8.0,264
2020-06-17,92107.0,29.0,28651,0.0,264
2020-06-17,92114.0,346.0,65433,11.0,264
2020-06-17,92109.0,84.0,45787,3.0,264
2020-06-17,92110.0,64.0,25341,2.0,264
2020-06-17,92111.0,94.0,45096,4.0,264
2020-06-17,92113.0,425.0,56066,8.0,264
2020-06-17,92103.0,147.0,31066,1.0,264
2020-06-17,92108.0,71.0,18858,1.0,264
2020-06-17,92102.0,245.0,43267,4.0,264
2020-06-17,92070.0,1.0,1245,0.0,264
2020-06-17,92096.0,0.0,3395,0.0,264
2020-06-17,92093.0,6.0,8392,0.0,264
2020-06-17,92091.0,2.0,1048,0.0,264
2020-06-17,92086.0,0.0,1573,0.0,264
2020-06-17,92084.0,82.0,47654,5.0,264
2020-06-17,92083.0,86.0,36975,1.0,264
2020-06-17,92082.0,23.0,19037,1.0,264
2020-06-17,92081.0,35.0,27404,1.0,264
2020-06-17,92078.0,57.0,42906,1.0,264
2020-06-17,92075.0,13.0,12056,0.0,264
2020-06-17,92071.0,84.0,53422,3.0,264
2020-06-17,92115.0,205.0,58560,10.0,264
2020-06-17,92101.0,141.0,37095,4.0,264
2020-06-17,92116.0,72.0,31680,0.0,264
2020-06-17,92130.0,53.0,48940,1.0,264
2020-06-17,92118.0,23.0,23575,1.0,264
2020-06-17,92069.0,79.0,46369,0.0,264
2020-06-17,92536.0,0.0,3810,0.0,264
2020-06-17,92259.0,0.0,390,0.0,264
2020-06-17,92182.0,0.0,606,0.0,264
2020-06-17,92173.0,439.0,29429,3.0,264
2020-06-17,92161.0,3.0,0,0.0,264
2020-06-17,92155.0,0.0,550,0.0,264
2020-06-17,92154.0,822.0,79708,10.0,264
2020-06-17,92145.0,6.0,1449,0.0,264
2020-06-17,92140.0,45.0,3435,0.0,264
2020-06-17,92139.0,164.0,35125,6.0,264
2020-06-17,92136.0,15.0,10699,1.0,264
2020-06-17,92135.0,6.0,571,0.0,264
2020-06-17,92134.0,5.0,198,1.0,264
2020-06-17,92131.0,25.0,32787,1.0,264
2020-06-17,92129.0,47.0,51536,0.0,264
2020-06-17,92128.0,72.0,47490,2.0,264
2020-06-17,92127.0,70.0,39337,1.0,264
2020-06-17,92126.0,123.0,73343,4.0,264
2020-06-17,92124.0,40.0,30443,1.0,264
2020-06-17,92123.0,74.0,26823,0.0,264
2020-06-17,92122.0,40.0,43728,3.0,264
2020-06-17,92121.0,4.0,4179,0.0,264
2020-06-17,92120.0,45.0,26317,1.0,264
2020-06-17,92119.0,48.0,23057,1.0,264
2020-06-17,92117.0,89.0,51332,2.0,264
2020-06-17,92672.0,0.0,34464,0.0,264
2020-06-17,92067.0,16.0,9535,0.0,264
2020-06-17,92065.0,55.0,35414,1.0,264
2020-06-17,91980.0,6.0,165,1.0,264
2020-06-17,91978.0,35.0,8896,0.0,264
2020-06-17,91977.0,297.0,58368,16.0,264
2020-06-17,91963.0,13.0,1118,0.0,264
2020-06-17,91962.0,0.0,1646,0.0,264
2020-06-17,91950.0,503.0,60322,1.0,264
2020-06-17,91948.0,0.0,78,0.0,264
2020-06-17,91945.0,101.0,25460,2.0,264
2020-06-17,91942.0,102.0,38069,1.0,264
2020-06-17,91941.0,82.0,31779,2.0,264
2020-06-17,91935.0,18.0,8624,0.0,264
2020-06-17,91932.0,149.0,25718,5.0,264
2020-06-17,91931.0,0.0,592,0.0,264
2020-06-17,91917.0,5.0,992,1.0,264
2020-06-17,91916.0,3.0,1622,0.0,264
2020-06-17,91915.0,102.0,24659,2.0,264
2020-06-17,91914.0,61.0,15448,0.0,264
2020-06-17,91913.0,187.0,40971,2.0,264
2020-06-17,91911.0,645.0,82999,14.0,264
2020-06-17,91910.0,485.0,75802,8.0,264
2020-06-17,91906.0,7.0,3627,1.0,264
2020-06-17,91905.0,4.0,1700,0.0,264
2020-06-17,91902.0,57.0,17653,0.0,264
2020-06-17,91901.0,18.0,17403,1.0,264
2020-06-17,92066.0,4.0,378,0.0,264
2020-06-17,92003.0,8.0,4746,0.0,264
2020-06-17,92004.0,9.0,3881,0.0,264
2020-06-17,91934.0,0.0,737,0.0,264
2020-06-17,92008.0,26.0,27649,0.0,264
2020-06-17,92007.0,13.0,10429,0.0,264
2020-06-17,92061.0,3.0,2499,0.0,264
2020-06-17,92060.0,0.0,218,0.0,264
2020-06-17,92059.0,2.0,1618,0.0,264
2020-06-17,92058.0,55.0,42436,2.0,264
2020-06-17,92057.0,75.0,54096,4.0,264
2020-06-17,92056.0,75.0,51835,4.0,264
2020-06-17,92055.0,1.0,15655,0.0,264
2020-06-17,92054.0,75.0,40375,3.0,264
2020-06-17,92040.0,87.0,41281,0.0,264
2020-06-17,92037.0,57.0,46781,1.0,264
2020-06-17,92036.0,2.0,3440,0.0,264
2020-06-17,92029.0,21.0,19021,0.0,264
2020-06-17,92064.0,59.0,47904,3.0,264
2020-06-17,92014.0,24.0,13154,1.0,264
2020-06-17,92027.0,124.0,53881,9.0,264
2020-06-17,92026.0,120.0,48922,3.0,264
2020-06-17,92025.0,159.0,49978,9.0,264
2020-06-17,92024.0,77.0,49121,0.0,264
2020-06-17,92021.0,300.0,65068,5.0,264
2020-06-17,92020.0,354.0,57767,8.0,264
2020-06-17,92019.0,115.0,42598,2.0,264
2020-06-17,92028.0,55.0,46239,4.0,264
2020-06-17,92011.0,19.0,22405,1.0,264
2020-06-17,92010.0,20.0,14382,0.0,264
2020-06-17,92009.0,37.0,40747,1.0,264
2020-06-18,92106.0,19.0,19330,0.0,263
2020-06-18,92115.0,214.0,58560,9.0,263
2020-06-18,92104.0,144.0,44414,2.0,263
2020-06-18,92105.0,339.0,69813,7.0,263
2020-06-18,92107.0,29.0,28651,0.0,263
2020-06-18,92114.0,350.0,65433,4.0,263
2020-06-18,92109.0,87.0,45787,3.0,263
2020-06-18,92110.0,66.0,25341,2.0,263
2020-06-18,92111.0,94.0,45096,0.0,263
2020-06-18,92113.0,442.0,56066,17.0,263
2020-06-18,92103.0,151.0,31066,4.0,263
2020-06-18,92108.0,74.0,18858,3.0,263
2020-06-18,92102.0,250.0,43267,5.0,263
2020-06-18,92084.0,84.0,47654,2.0,263
2020-06-18,92096.0,0.0,3395,0.0,263
2020-06-18,92093.0,6.0,8392,0.0,263
2020-06-18,92091.0,2.0,1048,0.0,263
2020-06-18,92086.0,0.0,1573,0.0,263
2020-06-18,92083.0,90.0,36975,4.0,263
2020-06-18,92082.0,24.0,19037,1.0,263
2020-06-18,92081.0,40.0,27404,5.0,263
2020-06-18,92078.0,60.0,42906,3.0,263
2020-06-18,92075.0,15.0,12056,2.0,263
2020-06-18,92071.0,85.0,53422,1.0,263
2020-06-18,92070.0,1.0,1245,0.0,263
2020-06-18,92101.0,144.0,37095,3.0,263
2020-06-18,92116.0,72.0,31680,0.0,263
2020-06-18,92069.0,86.0,46369,7.0,263
2020-06-18,92118.0,23.0,23575,0.0,263
2020-06-18,92536.0,0.0,3810,0.0,263
2020-06-18,92259.0,0.0,390,0.0,263
2020-06-18,92182.0,0.0,606,0.0,263
2020-06-18,92173.0,453.0,29429,14.0,263
2020-06-18,92161.0,3.0,0,0.0,263
2020-06-18,92155.0,0.0,550,0.0,263
2020-06-18,92154.0,834.0,79708,12.0,263
2020-06-18,92145.0,7.0,1449,1.0,263
2020-06-18,92140.0,45.0,3435,0.0,263
2020-06-18,92139.0,168.0,35125,4.0,263
2020-06-18,92136.0,16.0,10699,1.0,263
2020-06-18,92135.0,6.0,571,0.0,263
2020-06-18,92134.0,5.0,198,0.0,263
2020-06-18,92131.0,26.0,32787,1.0,263
2020-06-18,92130.0,55.0,48940,2.0,263
2020-06-18,92129.0,49.0,51536,2.0,263
2020-06-18,92128.0,74.0,47490,2.0,263
2020-06-18,92127.0,70.0,39337,0.0,263
2020-06-18,92126.0,126.0,73343,3.0,263
2020-06-18,92124.0,41.0,30443,1.0,263
2020-06-18,92123.0,76.0,26823,2.0,263
2020-06-18,92122.0,41.0,43728,1.0,263
2020-06-18,92121.0,4.0,4179,0.0,263
2020-06-18,92120.0,47.0,26317,2.0,263
2020-06-18,92119.0,49.0,23057,1.0,263
2020-06-18,92117.0,90.0,51332,1.0,263
2020-06-18,92067.0,17.0,9535,1.0,263
2020-06-18,92672.0,0.0,34464,0.0,263
2020-06-18,92065.0,56.0,35414,1.0,263
2020-06-18,91980.0,7.0,165,1.0,263
2020-06-18,91978.0,36.0,8896,1.0,263
2020-06-18,91977.0,306.0,58368,9.0,263
2020-06-18,91963.0,13.0,1118,0.0,263
2020-06-18,91962.0,0.0,1646,0.0,263
2020-06-18,91950.0,511.0,60322,8.0,263
2020-06-18,91948.0,0.0,78,0.0,263
2020-06-18,91945.0,109.0,25460,8.0,263
2020-06-18,91942.0,104.0,38069,2.0,263
2020-06-18,91941.0,84.0,31779,2.0,263
2020-06-18,91935.0,18.0,8624,0.0,263
2020-06-18,91934.0,0.0,737,0.0,263
2020-06-18,91932.0,156.0,25718,7.0,263
2020-06-18,91931.0,0.0,592,0.0,263
2020-06-18,91917.0,5.0,992,0.0,263
2020-06-18,91916.0,3.0,1622,0.0,263
2020-06-18,91915.0,102.0,24659,0.0,263
2020-06-18,91914.0,62.0,15448,1.0,263
2020-06-18,91913.0,193.0,40971,6.0,263
2020-06-18,91911.0,667.0,82999,22.0,263
2020-06-18,91910.0,493.0,75802,8.0,263
2020-06-18,91906.0,8.0,3627,1.0,263
2020-06-18,91905.0,4.0,1700,0.0,263
2020-06-18,91902.0,57.0,17653,0.0,263
2020-06-18,91901.0,19.0,17403,1.0,263
2020-06-18,92003.0,8.0,4746,0.0,263
2020-06-18,92004.0,9.0,3881,0.0,263
2020-06-18,92066.0,4.0,378,0.0,263
2020-06-18,92008.0,29.0,27649,3.0,263
2020-06-18,92064.0,62.0,47904,3.0,263
2020-06-18,92061.0,3.0,2499,0.0,263
2020-06-18,92060.0,0.0,218,0.0,263
2020-06-18,92059.0,2.0,1618,0.0,263
2020-06-18,92058.0,57.0,42436,2.0,263
2020-06-18,92057.0,78.0,54096,3.0,263
2020-06-18,92056.0,79.0,51835,4.0,263
2020-06-18,92055.0,2.0,15655,1.0,263
2020-06-18,92054.0,77.0,40375,2.0,263
2020-06-18,92040.0,88.0,41281,1.0,263
2020-06-18,92037.0,59.0,46781,2.0,263
2020-06-18,92036.0,2.0,3440,0.0,263
2020-06-18,92007.0,13.0,10429,0.0,263
2020-06-18,92028.0,59.0,46239,4.0,263
2020-06-18,92009.0,39.0,40747,2.0,263
2020-06-18,92010.0,20.0,14382,0.0,263
2020-06-18,92011.0,19.0,22405,0.0,263
2020-06-18,92029.0,22.0,19021,1.0,263
2020-06-18,92019.0,115.0,42598,0.0,263
2020-06-18,92014.0,25.0,13154,1.0,263
2020-06-18,92021.0,303.0,65068,3.0,263
2020-06-18,92024.0,78.0,49121,1.0,263
2020-06-18,92025.0,163.0,49978,4.0,263
2020-06-18,92026.0,123.0,48922,3.0,263
2020-06-18,92027.0,128.0,53881,4.0,263
2020-06-18,92020.0,356.0,57767,2.0,263
2020-06-19,92104.0,145.0,44414,1.0,262
2020-06-19,92105.0,349.0,69813,10.0,262
2020-06-19,92106.0,19.0,19330,0.0,262
2020-06-19,92107.0,29.0,28651,0.0,262
2020-06-19,92114.0,354.0,65433,4.0,262
2020-06-19,92109.0,92.0,45787,5.0,262
2020-06-19,92110.0,66.0,25341,0.0,262
2020-06-19,92111.0,96.0,45096,2.0,262
2020-06-19,92113.0,452.0,56066,10.0,262
2020-06-19,92103.0,151.0,31066,0.0,262
2020-06-19,92108.0,74.0,18858,0.0,262
2020-06-19,92102.0,253.0,43267,3.0,262
2020-06-19,92083.0,94.0,36975,4.0,262
2020-06-19,92096.0,0.0,3395,0.0,262
2020-06-19,92093.0,6.0,8392,0.0,262
2020-06-19,92091.0,2.0,1048,0.0,262
2020-06-19,92086.0,0.0,1573,0.0,262
2020-06-19,92084.0,84.0,47654,0.0,262
2020-06-19,92082.0,24.0,19037,0.0,262
2020-06-19,92081.0,42.0,27404,2.0,262
2020-06-19,92078.0,61.0,42906,1.0,262
2020-06-19,92075.0,15.0,12056,0.0,262
2020-06-19,92071.0,89.0,53422,4.0,262
2020-06-19,92070.0,1.0,1245,0.0,262
2020-06-19,92115.0,216.0,58560,2.0,262
2020-06-19,92101.0,149.0,37095,5.0,262
2020-06-19,92116.0,74.0,31680,2.0,262
2020-06-19,92130.0,61.0,48940,6.0,262
2020-06-19,92118.0,23.0,23575,0.0,262
2020-06-19,92536.0,0.0,3810,0.0,262
2020-06-19,92259.0,0.0,390,0.0,262
2020-06-19,92182.0,0.0,606,0.0,262
2020-06-19,92173.0,456.0,29429,3.0,262
2020-06-19,92161.0,3.0,0,0.0,262
2020-06-19,92155.0,0.0,550,0.0,262
2020-06-19,92154.0,838.0,79708,4.0,262
2020-06-19,92145.0,7.0,1449,0.0,262
2020-06-19,92140.0,45.0,3435,0.0,262
2020-06-19,92139.0,170.0,35125,2.0,262
2020-06-19,92136.0,17.0,10699,1.0,262
2020-06-19,92135.0,6.0,571,0.0,262
2020-06-19,92134.0,5.0,198,0.0,262
2020-06-19,92131.0,26.0,32787,0.0,262
2020-06-19,92069.0,87.0,46369,1.0,262
2020-06-19,92129.0,49.0,51536,0.0,262
2020-06-19,92128.0,74.0,47490,0.0,262
2020-06-19,92127.0,72.0,39337,2.0,262
2020-06-19,92126.0,127.0,73343,1.0,262
2020-06-19,92124.0,42.0,30443,1.0,262
2020-06-19,92123.0,76.0,26823,0.0,262
2020-06-19,92122.0,42.0,43728,1.0,262
2020-06-19,92121.0,4.0,4179,0.0,262
2020-06-19,92120.0,47.0,26317,0.0,262
2020-06-19,92119.0,49.0,23057,0.0,262
2020-06-19,92117.0,92.0,51332,2.0,262
2020-06-19,92067.0,17.0,9535,0.0,262
2020-06-19,92672.0,0.0,34464,0.0,262
2020-06-19,92065.0,56.0,35414,0.0,262
2020-06-19,91980.0,7.0,165,0.0,262
2020-06-19,91978.0,36.0,8896,0.0,262
2020-06-19,91977.0,311.0,58368,5.0,262
2020-06-19,91963.0,13.0,1118,0.0,262
2020-06-19,91962.0,0.0,1646,0.0,262
2020-06-19,91950.0,521.0,60322,10.0,262
2020-06-19,91948.0,0.0,78,0.0,262
2020-06-19,91945.0,110.0,25460,1.0,262
2020-06-19,91942.0,104.0,38069,0.0,262
2020-06-19,91941.0,84.0,31779,0.0,262
2020-06-19,91935.0,19.0,8624,1.0,262
2020-06-19,91934.0,0.0,737,0.0,262
2020-06-19,91932.0,156.0,25718,0.0,262
2020-06-19,91931.0,0.0,592,0.0,262
2020-06-19,91917.0,5.0,992,0.0,262
2020-06-19,91916.0,3.0,1622,0.0,262
2020-06-19,91915.0,104.0,24659,2.0,262
2020-06-19,91914.0,64.0,15448,2.0,262
2020-06-19,91913.0,194.0,40971,1.0,262
2020-06-19,91911.0,675.0,82999,8.0,262
2020-06-19,91910.0,494.0,75802,1.0,262
2020-06-19,91906.0,8.0,3627,0.0,262
2020-06-19,91905.0,4.0,1700,0.0,262
2020-06-19,91902.0,59.0,17653,2.0,262
2020-06-19,91901.0,19.0,17403,0.0,262
2020-06-19,92003.0,8.0,4746,0.0,262
2020-06-19,92004.0,9.0,3881,0.0,262
2020-06-19,92066.0,4.0,378,0.0,262
2020-06-19,92008.0,30.0,27649,1.0,262
2020-06-19,92007.0,13.0,10429,0.0,262
2020-06-19,92064.0,64.0,47904,2.0,262
2020-06-19,92061.0,4.0,2499,1.0,262
2020-06-19,92060.0,0.0,218,0.0,262
2020-06-19,92059.0,2.0,1618,0.0,262
2020-06-19,92058.0,57.0,42436,0.0,262
2020-06-19,92057.0,79.0,54096,1.0,262
2020-06-19,92055.0,2.0,15655,0.0,262
2020-06-19,92054.0,79.0,40375,2.0,262
2020-06-19,92040.0,89.0,41281,1.0,262
2020-06-19,92037.0,60.0,46781,1.0,262
2020-06-19,92036.0,2.0,3440,0.0,262
2020-06-19,92056.0,79.0,51835,0.0,262
2020-06-19,92028.0,61.0,46239,2.0,262
2020-06-19,92029.0,25.0,19021,3.0,262
2020-06-19,92010.0,20.0,14382,0.0,262
2020-06-19,92011.0,19.0,22405,0.0,262
2020-06-19,92014.0,26.0,13154,1.0,262
2020-06-19,92020.0,357.0,57767,1.0,262
2020-06-19,92019.0,117.0,42598,2.0,262
2020-06-19,92009.0,39.0,40747,0.0,262
2020-06-19,92024.0,79.0,49121,1.0,262
2020-06-19,92025.0,164.0,49978,1.0,262
2020-06-19,92026.0,124.0,48922,1.0,262
2020-06-19,92027.0,133.0,53881,5.0,262
2020-06-19,92021.0,304.0,65068,1.0,262
2020-06-20,92106.0,20.0,19330,1.0,261
2020-06-20,92104.0,150.0,44414,5.0,261
2020-06-20,92105.0,366.0,69813,17.0,261
2020-06-20,92107.0,30.0,28651,1.0,261
2020-06-20,92114.0,369.0,65433,15.0,261
2020-06-20,92109.0,95.0,45787,3.0,261
2020-06-20,92110.0,66.0,25341,0.0,261
2020-06-20,92111.0,103.0,45096,7.0,261
2020-06-20,92113.0,478.0,56066,26.0,261
2020-06-20,92103.0,155.0,31066,4.0,261
2020-06-20,92108.0,76.0,18858,2.0,261
2020-06-20,92102.0,258.0,43267,5.0,261
2020-06-20,92070.0,1.0,1245,0.0,261
2020-06-20,92096.0,0.0,3395,0.0,261
2020-06-20,92093.0,6.0,8392,0.0,261
2020-06-20,92091.0,2.0,1048,0.0,261
2020-06-20,92086.0,0.0,1573,0.0,261
2020-06-20,92084.0,87.0,47654,3.0,261
2020-06-20,92083.0,99.0,36975,5.0,261
2020-06-20,92082.0,24.0,19037,0.0,261
2020-06-20,92081.0,44.0,27404,2.0,261
2020-06-20,92078.0,66.0,42906,5.0,261
2020-06-20,92075.0,15.0,12056,0.0,261
2020-06-20,92071.0,91.0,53422,2.0,261
2020-06-20,92115.0,223.0,58560,7.0,261
2020-06-20,92101.0,151.0,37095,2.0,261
2020-06-20,92116.0,76.0,31680,2.0,261
2020-06-20,92130.0,65.0,48940,4.0,261
2020-06-20,92118.0,23.0,23575,0.0,261
2020-06-20,92069.0,92.0,46369,5.0,261
2020-06-20,92536.0,0.0,3810,0.0,261
2020-06-20,92259.0,0.0,390,0.0,261
2020-06-20,92182.0,0.0,606,0.0,261
2020-06-20,92173.0,468.0,29429,12.0,261
2020-06-20,92161.0,3.0,0,0.0,261
2020-06-20,92155.0,0.0,550,0.0,261
2020-06-20,92154.0,857.0,79708,19.0,261
2020-06-20,92145.0,7.0,1449,0.0,261
2020-06-20,92140.0,45.0,3435,0.0,261
2020-06-20,92139.0,175.0,35125,5.0,261
2020-06-20,92136.0,18.0,10699,1.0,261
2020-06-20,92135.0,6.0,571,0.0,261
2020-06-20,92134.0,5.0,198,0.0,261
2020-06-20,92131.0,28.0,32787,2.0,261
