updatedate,ziptext,case_count,population,new_cases,days_past
2020-03-30,91902.0,8.0,17653,8.0,343
2020-03-30,92113.0,19.0,56066,19.0,343
2020-03-30,92111.0,8.0,45096,8.0,343
2020-03-30,92110.0,13.0,25341,13.0,343
2020-03-30,92109.0,20.0,45787,20.0,343
2020-03-30,92108.0,13.0,18858,13.0,343
2020-03-30,92107.0,3.0,28651,3.0,343
2020-03-30,92106.0,6.0,19330,6.0,343
2020-03-30,92114.0,12.0,65433,12.0,343
2020-03-30,92105.0,22.0,69813,22.0,343
2020-03-30,92103.0,58.0,31066,58.0,343
2020-03-30,92102.0,10.0,43267,10.0,343
2020-03-30,92101.0,27.0,37095,27.0,343
2020-03-30,92093.0,1.0,8392,1.0,343
2020-03-30,92091.0,1.0,1048,1.0,343
2020-03-30,92084.0,8.0,47654,8.0,343
2020-03-30,92083.0,1.0,36975,1.0,343
2020-03-30,92104.0,23.0,44414,23.0,343
2020-03-30,92081.0,5.0,27404,5.0,343
2020-03-30,92116.0,27.0,31680,27.0,343
2020-03-30,92118.0,2.0,23575,2.0,343
2020-03-30,92173.0,5.0,29429,5.0,343
2020-03-30,92154.0,20.0,79708,20.0,343
2020-03-30,92145.0,2.0,1449,2.0,343
2020-03-30,92139.0,13.0,35125,13.0,343
2020-03-30,92131.0,4.0,32787,4.0,343
2020-03-30,92130.0,20.0,48940,20.0,343
2020-03-30,92129.0,12.0,51536,12.0,343
2020-03-30,92117.0,11.0,51332,11.0,343
2020-03-30,92128.0,17.0,47490,17.0,343
2020-03-30,92126.0,15.0,73343,15.0,343
2020-03-30,92124.0,6.0,30443,6.0,343
2020-03-30,92123.0,14.0,26823,14.0,343
2020-03-30,92122.0,9.0,43728,9.0,343
2020-03-30,92121.0,3.0,4179,3.0,343
2020-03-30,92120.0,9.0,26317,9.0,343
2020-03-30,92119.0,4.0,23057,4.0,343
2020-03-30,92127.0,13.0,39337,13.0,343
2020-03-30,92078.0,6.0,42906,6.0,343
2020-03-30,92115.0,14.0,58560,14.0,343
2020-03-30,92071.0,5.0,53422,5.0,343
2020-03-30,92014.0,8.0,13154,8.0,343
2020-03-30,92011.0,6.0,22405,6.0,343
2020-03-30,92010.0,6.0,14382,6.0,343
2020-03-30,92009.0,12.0,40747,12.0,343
2020-03-30,92008.0,7.0,27649,7.0,343
2020-03-30,92007.0,4.0,10429,4.0,343
2020-03-30,91977.0,16.0,58368,16.0,343
2020-03-30,91950.0,10.0,60322,10.0,343
2020-03-30,91945.0,5.0,25460,5.0,343
2020-03-30,91942.0,8.0,38069,8.0,343
2020-03-30,91941.0,4.0,31779,4.0,343
2020-03-30,91915.0,4.0,24659,4.0,343
2020-03-30,91914.0,2.0,15448,2.0,343
2020-03-30,91913.0,14.0,40971,14.0,343
2020-03-30,91911.0,13.0,82999,13.0,343
2020-03-30,91910.0,17.0,75802,17.0,343
2020-03-30,92075.0,2.0,12056,2.0,343
2020-03-30,92019.0,16.0,42598,16.0,343
2020-03-30,92020.0,22.0,57767,22.0,343
2020-03-30,91978.0,2.0,8896,2.0,343
2020-03-30,92021.0,16.0,65068,16.0,343
2020-03-30,92067.0,11.0,9535,11.0,343
2020-03-30,92065.0,4.0,35414,4.0,343
2020-03-30,92064.0,9.0,47904,9.0,343
2020-03-30,92061.0,1.0,2499,1.0,343
2020-03-30,92058.0,3.0,42436,3.0,343
2020-03-30,92057.0,5.0,54096,5.0,343
2020-03-30,92056.0,7.0,51835,7.0,343
2020-03-30,92054.0,7.0,40375,7.0,343
2020-03-30,92069.0,5.0,46369,5.0,343
2020-03-30,92037.0,29.0,46781,29.0,343
2020-03-30,92029.0,5.0,19021,5.0,343
2020-03-30,92028.0,4.0,46239,4.0,343
2020-03-30,92027.0,5.0,53881,5.0,343
2020-03-30,92026.0,3.0,48922,3.0,343
2020-03-30,92025.0,5.0,49978,5.0,343
2020-03-30,92024.0,20.0,49121,20.0,343
2020-03-30,92040.0,8.0,41281,8.0,343
2020-03-31,92113.0,21.0,56066,2.0,342
2020-03-31,92111.0,13.0,45096,5.0,342
2020-03-31,92110.0,13.0,25341,0.0,342
2020-03-31,92109.0,21.0,45787,1.0,342
2020-03-31,92108.0,14.0,18858,1.0,342
2020-03-31,92107.0,3.0,28651,0.0,342
2020-03-31,92106.0,6.0,19330,0.0,342
2020-03-31,92105.0,24.0,69813,2.0,342
2020-03-31,92101.0,28.0,37095,1.0,342
2020-03-31,92103.0,58.0,31066,0.0,342
2020-03-31,92102.0,13.0,43267,3.0,342
2020-03-31,92093.0,1.0,8392,0.0,342
2020-03-31,92091.0,1.0,1048,0.0,342
2020-03-31,92084.0,8.0,47654,0.0,342
2020-03-31,92083.0,1.0,36975,0.0,342
2020-03-31,92081.0,5.0,27404,0.0,342
2020-03-31,92114.0,14.0,65433,2.0,342
2020-03-31,92104.0,25.0,44414,2.0,342
2020-03-31,92115.0,16.0,58560,2.0,342
2020-03-31,92173.0,7.0,29429,2.0,342
2020-03-31,92117.0,13.0,51332,2.0,342
2020-03-31,92078.0,8.0,42906,2.0,342
2020-03-31,92161.0,3.0,0,3.0,342
2020-03-31,92154.0,23.0,79708,3.0,342
2020-03-31,92145.0,2.0,1449,0.0,342
2020-03-31,92139.0,15.0,35125,2.0,342
2020-03-31,92131.0,4.0,32787,0.0,342
2020-03-31,92130.0,21.0,48940,1.0,342
2020-03-31,92129.0,14.0,51536,2.0,342
2020-03-31,92128.0,22.0,47490,5.0,342
2020-03-31,92127.0,14.0,39337,1.0,342
2020-03-31,92126.0,17.0,73343,2.0,342
2020-03-31,92124.0,7.0,30443,1.0,342
2020-03-31,92123.0,19.0,26823,5.0,342
2020-03-31,92122.0,11.0,43728,2.0,342
2020-03-31,92121.0,3.0,4179,0.0,342
2020-03-31,92119.0,4.0,23057,0.0,342
2020-03-31,92118.0,2.0,23575,0.0,342
2020-03-31,92116.0,29.0,31680,2.0,342
2020-03-31,92075.0,4.0,12056,2.0,342
2020-03-31,92120.0,11.0,26317,2.0,342
2020-03-31,92069.0,5.0,46369,0.0,342
2020-03-31,92009.0,14.0,40747,2.0,342
2020-03-31,92008.0,7.0,27649,0.0,342
2020-03-31,92007.0,4.0,10429,0.0,342
2020-03-31,91978.0,2.0,8896,0.0,342
2020-03-31,91977.0,19.0,58368,3.0,342
2020-03-31,91950.0,11.0,60322,1.0,342
2020-03-31,91942.0,9.0,38069,1.0,342
2020-03-31,91941.0,4.0,31779,0.0,342
2020-03-31,91935.0,1.0,8624,1.0,342
2020-03-31,91932.0,1.0,25718,1.0,342
2020-03-31,91915.0,5.0,24659,1.0,342
2020-03-31,91914.0,2.0,15448,0.0,342
2020-03-31,91913.0,19.0,40971,5.0,342
2020-03-31,91911.0,16.0,82999,3.0,342
2020-03-31,91910.0,21.0,75802,4.0,342
2020-03-31,91902.0,8.0,17653,0.0,342
2020-03-31,92071.0,10.0,53422,5.0,342
2020-03-31,92010.0,6.0,14382,0.0,342
2020-03-31,92011.0,6.0,22405,0.0,342
2020-03-31,91945.0,8.0,25460,3.0,342
2020-03-31,92019.0,20.0,42598,4.0,342
2020-03-31,92067.0,13.0,9535,2.0,342
2020-03-31,92014.0,9.0,13154,1.0,342
2020-03-31,92064.0,10.0,47904,1.0,342
2020-03-31,92061.0,2.0,2499,1.0,342
2020-03-31,92058.0,4.0,42436,1.0,342
2020-03-31,92057.0,6.0,54096,1.0,342
2020-03-31,92056.0,7.0,51835,0.0,342
2020-03-31,92054.0,7.0,40375,0.0,342
2020-03-31,92040.0,8.0,41281,0.0,342
2020-03-31,92037.0,29.0,46781,0.0,342
2020-03-31,92065.0,4.0,35414,0.0,342
2020-03-31,92020.0,25.0,57767,3.0,342
2020-03-31,92028.0,5.0,46239,1.0,342
2020-03-31,92027.0,6.0,53881,1.0,342
2020-03-31,92026.0,5.0,48922,2.0,342
2020-03-31,92025.0,10.0,49978,5.0,342
2020-03-31,92024.0,21.0,49121,1.0,342
2020-03-31,92021.0,18.0,65068,2.0,342
2020-03-31,92029.0,7.0,19021,2.0,342
2020-04-01,92105.0,27.0,69813,3.0,341
2020-04-01,92106.0,7.0,19330,1.0,341
2020-04-01,92107.0,3.0,28651,0.0,341
2020-04-01,92111.0,14.0,45096,1.0,341
2020-04-01,92109.0,22.0,45787,1.0,341
2020-04-01,92104.0,31.0,44414,6.0,341
2020-04-01,92110.0,15.0,25341,2.0,341
2020-04-01,92108.0,15.0,18858,1.0,341
2020-04-01,92103.0,64.0,31066,6.0,341
2020-04-01,92084.0,9.0,47654,1.0,341
2020-04-01,92101.0,29.0,37095,1.0,341
2020-04-01,92093.0,1.0,8392,0.0,341
2020-04-01,92091.0,1.0,1048,0.0,341
2020-04-01,92083.0,1.0,36975,0.0,341
2020-04-01,92082.0,1.0,19037,1.0,341
2020-04-01,92081.0,9.0,27404,4.0,341
2020-04-01,92078.0,9.0,42906,1.0,341
2020-04-01,92075.0,4.0,12056,0.0,341
2020-04-01,92102.0,14.0,43267,1.0,341
2020-04-01,92113.0,26.0,56066,5.0,341
2020-04-01,92161.0,3.0,0,0.0,341
2020-04-01,92115.0,19.0,58560,3.0,341
2020-04-01,92173.0,8.0,29429,1.0,341
2020-04-01,92154.0,25.0,79708,2.0,341
2020-04-01,92145.0,2.0,1449,0.0,341
2020-04-01,92139.0,17.0,35125,2.0,341
2020-04-01,92131.0,5.0,32787,1.0,341
2020-04-01,92130.0,21.0,48940,0.0,341
2020-04-01,92129.0,18.0,51536,4.0,341
2020-04-01,92128.0,25.0,47490,3.0,341
2020-04-01,92127.0,18.0,39337,4.0,341
2020-04-01,92126.0,21.0,73343,4.0,341
2020-04-01,92124.0,10.0,30443,3.0,341
2020-04-01,92123.0,19.0,26823,0.0,341
2020-04-01,92122.0,12.0,43728,1.0,341
2020-04-01,92121.0,3.0,4179,0.0,341
2020-04-01,92120.0,14.0,26317,3.0,341
2020-04-01,92119.0,4.0,23057,0.0,341
2020-04-01,92118.0,4.0,23575,2.0,341
2020-04-01,92117.0,18.0,51332,5.0,341
2020-04-01,92116.0,33.0,31680,4.0,341
2020-04-01,92114.0,21.0,65433,7.0,341
2020-04-01,92069.0,5.0,46369,0.0,341
2020-04-01,92071.0,12.0,53422,2.0,341
2020-04-01,92066.0,2.0,378,2.0,341
2020-04-01,92007.0,4.0,10429,0.0,341
2020-04-01,92004.0,1.0,3881,1.0,341
2020-04-01,91978.0,2.0,8896,0.0,341
2020-04-01,91977.0,21.0,58368,2.0,341
2020-04-01,91950.0,17.0,60322,6.0,341
2020-04-01,91945.0,10.0,25460,2.0,341
2020-04-01,91942.0,12.0,38069,3.0,341
2020-04-01,91935.0,1.0,8624,0.0,341
2020-04-01,92008.0,7.0,27649,0.0,341
2020-04-01,91932.0,2.0,25718,1.0,341
2020-04-01,91915.0,7.0,24659,2.0,341
2020-04-01,91914.0,2.0,15448,0.0,341
2020-04-01,91913.0,20.0,40971,1.0,341
2020-04-01,91911.0,21.0,82999,5.0,341
2020-04-01,91910.0,23.0,75802,2.0,341
2020-04-01,91902.0,9.0,17653,1.0,341
2020-04-01,91901.0,1.0,17403,1.0,341
2020-04-01,92067.0,13.0,9535,0.0,341
2020-04-01,91916.0,1.0,1622,1.0,341
2020-04-01,92009.0,16.0,40747,2.0,341
2020-04-01,91941.0,4.0,31779,0.0,341
2020-04-01,92011.0,6.0,22405,0.0,341
2020-04-01,92065.0,6.0,35414,2.0,341
2020-04-01,92010.0,9.0,14382,3.0,341
2020-04-01,92064.0,13.0,47904,3.0,341
2020-04-01,92061.0,2.0,2499,0.0,341
2020-04-01,92058.0,5.0,42436,1.0,341
2020-04-01,92057.0,7.0,54096,1.0,341
2020-04-01,92056.0,10.0,51835,3.0,341
2020-04-01,92040.0,8.0,41281,0.0,341
2020-04-01,92037.0,29.0,46781,0.0,341
2020-04-01,92029.0,9.0,19021,2.0,341
2020-04-01,92054.0,7.0,40375,0.0,341
2020-04-01,92019.0,21.0,42598,1.0,341
2020-04-01,92027.0,7.0,53881,1.0,341
2020-04-01,92026.0,6.0,48922,1.0,341
2020-04-01,92025.0,11.0,49978,1.0,341
2020-04-01,92024.0,23.0,49121,2.0,341
2020-04-01,92021.0,28.0,65068,10.0,341
2020-04-01,92020.0,34.0,57767,9.0,341
2020-04-01,92028.0,5.0,46239,0.0,341
2020-04-01,92014.0,11.0,13154,2.0,341
2020-04-02,92106.0,9.0,19330,2.0,340
2020-04-02,92107.0,3.0,28651,0.0,340
2020-04-02,92108.0,15.0,18858,0.0,340
2020-04-02,92113.0,29.0,56066,3.0,340
2020-04-02,92110.0,15.0,25341,0.0,340
2020-04-02,92111.0,15.0,45096,1.0,340
2020-04-02,92105.0,29.0,69813,2.0,340
2020-04-02,92109.0,24.0,45787,2.0,340
2020-04-02,92104.0,34.0,44414,3.0,340
2020-04-02,92078.0,11.0,42906,2.0,340
2020-04-02,92102.0,14.0,43267,0.0,340
2020-04-02,92101.0,29.0,37095,0.0,340
2020-04-02,92093.0,4.0,8392,3.0,340
2020-04-02,92091.0,2.0,1048,1.0,340
2020-04-02,92084.0,10.0,47654,1.0,340
2020-04-02,92083.0,2.0,36975,1.0,340
2020-04-02,92082.0,3.0,19037,2.0,340
2020-04-02,92081.0,10.0,27404,1.0,340
2020-04-02,92114.0,24.0,65433,3.0,340
2020-04-02,92103.0,65.0,31066,1.0,340
2020-04-02,92115.0,21.0,58560,2.0,340
2020-04-02,92173.0,12.0,29429,4.0,340
2020-04-02,92117.0,19.0,51332,1.0,340
2020-04-02,92075.0,4.0,12056,0.0,340
2020-04-02,92161.0,3.0,0,0.0,340
2020-04-02,92154.0,28.0,79708,3.0,340
2020-04-02,92145.0,2.0,1449,0.0,340
2020-04-02,92139.0,18.0,35125,1.0,340
2020-04-02,92136.0,2.0,10699,2.0,340
2020-04-02,92131.0,6.0,32787,1.0,340
2020-04-02,92130.0,21.0,48940,0.0,340
2020-04-02,92129.0,18.0,51536,0.0,340
2020-04-02,92128.0,25.0,47490,0.0,340
2020-04-02,92127.0,19.0,39337,1.0,340
2020-04-02,92126.0,22.0,73343,1.0,340
2020-04-02,92124.0,11.0,30443,1.0,340
2020-04-02,92123.0,19.0,26823,0.0,340
2020-04-02,92122.0,13.0,43728,1.0,340
2020-04-02,92121.0,3.0,4179,0.0,340
2020-04-02,92120.0,16.0,26317,2.0,340
2020-04-02,92119.0,6.0,23057,2.0,340
2020-04-02,92118.0,4.0,23575,0.0,340
2020-04-02,92116.0,33.0,31680,0.0,340
2020-04-02,92071.0,14.0,53422,2.0,340
2020-04-02,92056.0,11.0,51835,1.0,340
2020-04-02,92067.0,13.0,9535,0.0,340
2020-04-02,92008.0,8.0,27649,1.0,340
2020-04-02,92007.0,4.0,10429,0.0,340
2020-04-02,92004.0,1.0,3881,0.0,340
2020-04-02,91978.0,3.0,8896,1.0,340
2020-04-02,91977.0,24.0,58368,3.0,340
2020-04-02,91950.0,18.0,60322,1.0,340
2020-04-02,91945.0,13.0,25460,3.0,340
2020-04-02,91942.0,12.0,38069,0.0,340
2020-04-02,92009.0,16.0,40747,0.0,340
2020-04-02,91941.0,8.0,31779,4.0,340
2020-04-02,91932.0,3.0,25718,1.0,340
2020-04-02,91916.0,1.0,1622,0.0,340
2020-04-02,91915.0,8.0,24659,1.0,340
2020-04-02,91914.0,3.0,15448,1.0,340
2020-04-02,91913.0,21.0,40971,1.0,340
2020-04-02,91911.0,24.0,82999,3.0,340
2020-04-02,91910.0,28.0,75802,5.0,340
2020-04-02,91902.0,10.0,17653,1.0,340
2020-04-02,91935.0,1.0,8624,0.0,340
2020-04-02,92010.0,9.0,14382,0.0,340
2020-04-02,91901.0,1.0,17403,0.0,340
2020-04-02,92014.0,12.0,13154,1.0,340
2020-04-02,92066.0,2.0,378,0.0,340
2020-04-02,92065.0,7.0,35414,1.0,340
2020-04-02,92064.0,13.0,47904,0.0,340
2020-04-02,92061.0,2.0,2499,0.0,340
2020-04-02,92058.0,5.0,42436,0.0,340
2020-04-02,92011.0,7.0,22405,1.0,340
2020-04-02,92069.0,7.0,46369,2.0,340
2020-04-02,92054.0,8.0,40375,1.0,340
2020-04-02,92040.0,9.0,41281,1.0,340
2020-04-02,92057.0,7.0,54096,0.0,340
2020-04-02,92029.0,9.0,19021,0.0,340
2020-04-02,92037.0,31.0,46781,2.0,340
2020-04-02,92020.0,39.0,57767,5.0,340
2020-04-02,92021.0,28.0,65068,0.0,340
2020-04-02,92024.0,23.0,49121,0.0,340
2020-04-02,92019.0,26.0,42598,5.0,340
2020-04-02,92026.0,7.0,48922,1.0,340
2020-04-02,92027.0,7.0,53881,0.0,340
2020-04-02,92028.0,6.0,46239,1.0,340
2020-04-02,92025.0,12.0,49978,1.0,340
2020-04-03,92113.0,32.0,56066,3.0,339
2020-04-03,92111.0,17.0,45096,2.0,339
2020-04-03,92110.0,15.0,25341,0.0,339
2020-04-03,92109.0,25.0,45787,1.0,339
2020-04-03,92108.0,16.0,18858,1.0,339
2020-04-03,92107.0,3.0,28651,0.0,339
2020-04-03,92106.0,9.0,19330,0.0,339
2020-04-03,92105.0,30.0,69813,1.0,339
2020-04-03,92081.0,10.0,27404,0.0,339
2020-04-03,92103.0,66.0,31066,1.0,339
2020-04-03,92102.0,16.0,43267,2.0,339
2020-04-03,92101.0,34.0,37095,5.0,339
2020-04-03,92093.0,4.0,8392,0.0,339
2020-04-03,92091.0,2.0,1048,0.0,339
2020-04-03,92084.0,10.0,47654,0.0,339
2020-04-03,92083.0,3.0,36975,1.0,339
2020-04-03,92082.0,3.0,19037,0.0,339
2020-04-03,92114.0,24.0,65433,0.0,339
2020-04-03,92104.0,34.0,44414,0.0,339
2020-04-03,92115.0,23.0,58560,2.0,339
2020-04-03,92127.0,20.0,39337,1.0,339
2020-04-03,92117.0,19.0,51332,0.0,339
2020-04-03,92078.0,11.0,42906,0.0,339
2020-04-03,92173.0,13.0,29429,1.0,339
2020-04-03,92161.0,3.0,0,0.0,339
2020-04-03,92154.0,31.0,79708,3.0,339
2020-04-03,92145.0,2.0,1449,0.0,339
2020-04-03,92139.0,20.0,35125,2.0,339
2020-04-03,92136.0,2.0,10699,0.0,339
2020-04-03,92131.0,6.0,32787,0.0,339
2020-04-03,92130.0,22.0,48940,1.0,339
2020-04-03,92129.0,18.0,51536,0.0,339
2020-04-03,92128.0,25.0,47490,0.0,339
2020-04-03,92126.0,24.0,73343,2.0,339
2020-04-03,92124.0,13.0,30443,2.0,339
2020-04-03,92123.0,19.0,26823,0.0,339
2020-04-03,92122.0,14.0,43728,1.0,339
2020-04-03,92121.0,3.0,4179,0.0,339
2020-04-03,92120.0,19.0,26317,3.0,339
2020-04-03,92119.0,6.0,23057,0.0,339
2020-04-03,92118.0,4.0,23575,0.0,339
2020-04-03,92116.0,36.0,31680,3.0,339
2020-04-03,92075.0,4.0,12056,0.0,339
2020-04-03,92071.0,15.0,53422,1.0,339
2020-04-03,91901.0,1.0,17403,0.0,339
2020-04-03,92009.0,17.0,40747,1.0,339
2020-04-03,92008.0,8.0,27649,0.0,339
2020-04-03,92007.0,4.0,10429,0.0,339
2020-04-03,92004.0,1.0,3881,0.0,339
2020-04-03,91978.0,3.0,8896,0.0,339
2020-04-03,91977.0,25.0,58368,1.0,339
2020-04-03,91950.0,19.0,60322,1.0,339
2020-04-03,91945.0,13.0,25460,0.0,339
2020-04-03,91941.0,8.0,31779,0.0,339
2020-04-03,91935.0,1.0,8624,0.0,339
2020-04-03,91932.0,6.0,25718,3.0,339
2020-04-03,91916.0,1.0,1622,0.0,339
2020-04-03,91915.0,12.0,24659,4.0,339
2020-04-03,91914.0,4.0,15448,1.0,339
2020-04-03,91913.0,23.0,40971,2.0,339
2020-04-03,91911.0,26.0,82999,2.0,339
2020-04-03,91910.0,28.0,75802,0.0,339
2020-04-03,91902.0,10.0,17653,0.0,339
2020-04-03,92069.0,7.0,46369,0.0,339
2020-04-03,92010.0,9.0,14382,0.0,339
2020-04-03,92011.0,8.0,22405,1.0,339
2020-04-03,91942.0,12.0,38069,0.0,339
2020-04-03,92019.0,27.0,42598,1.0,339
2020-04-03,92014.0,13.0,13154,1.0,339
2020-04-03,92066.0,2.0,378,0.0,339
2020-04-03,92065.0,7.0,35414,0.0,339
2020-04-03,92064.0,13.0,47904,0.0,339
2020-04-03,92061.0,2.0,2499,0.0,339
2020-04-03,92058.0,5.0,42436,0.0,339
2020-04-03,92057.0,8.0,54096,1.0,339
2020-04-03,92056.0,11.0,51835,0.0,339
2020-04-03,92054.0,8.0,40375,0.0,339
2020-04-03,92040.0,10.0,41281,1.0,339
2020-04-03,92067.0,13.0,9535,0.0,339
2020-04-03,92029.0,9.0,19021,0.0,339
2020-04-03,92028.0,6.0,46239,0.0,339
2020-04-03,92027.0,8.0,53881,1.0,339
2020-04-03,92026.0,8.0,48922,1.0,339
2020-04-03,92025.0,12.0,49978,0.0,339
2020-04-03,92024.0,25.0,49121,2.0,339
2020-04-03,92021.0,30.0,65068,2.0,339
2020-04-03,92020.0,42.0,57767,3.0,339
2020-04-03,92037.0,32.0,46781,1.0,339
2020-04-04,92114.0,27.0,65433,3.0,338
2020-04-04,92106.0,9.0,19330,0.0,338
2020-04-04,92107.0,3.0,28651,0.0,338
2020-04-04,92108.0,16.0,18858,0.0,338
2020-04-04,92113.0,35.0,56066,3.0,338
2020-04-04,92110.0,15.0,25341,0.0,338
2020-04-04,92111.0,18.0,45096,1.0,338
2020-04-04,92105.0,31.0,69813,1.0,338
2020-04-04,92109.0,25.0,45787,0.0,338
2020-04-04,92104.0,34.0,44414,0.0,338
2020-04-04,92091.0,2.0,1048,0.0,338
2020-04-04,92102.0,17.0,43267,1.0,338
2020-04-04,92101.0,34.0,37095,0.0,338
2020-04-04,92093.0,4.0,8392,0.0,338
2020-04-04,92084.0,10.0,47654,0.0,338
2020-04-04,92083.0,6.0,36975,3.0,338
2020-04-04,92082.0,3.0,19037,0.0,338
2020-04-04,92081.0,10.0,27404,0.0,338
2020-04-04,92078.0,12.0,42906,1.0,338
2020-04-04,92103.0,66.0,31066,0.0,338
2020-04-04,92115.0,25.0,58560,2.0,338
2020-04-04,92075.0,4.0,12056,0.0,338
2020-04-04,92117.0,19.0,51332,0.0,338
2020-04-04,92161.0,3.0,0,0.0,338
2020-04-04,92154.0,32.0,79708,1.0,338
2020-04-04,92145.0,2.0,1449,0.0,338
2020-04-04,92139.0,20.0,35125,0.0,338
2020-04-04,92136.0,2.0,10699,0.0,338
2020-04-04,92131.0,6.0,32787,0.0,338
2020-04-04,92173.0,17.0,29429,4.0,338
2020-04-04,92130.0,22.0,48940,0.0,338
2020-04-04,92129.0,18.0,51536,0.0,338
2020-04-04,92128.0,26.0,47490,1.0,338
2020-04-04,92127.0,20.0,39337,0.0,338
2020-04-04,92126.0,26.0,73343,2.0,338
2020-04-04,92124.0,14.0,30443,1.0,338
2020-04-04,92123.0,20.0,26823,1.0,338
2020-04-04,92122.0,14.0,43728,0.0,338
2020-04-04,92121.0,3.0,4179,0.0,338
2020-04-04,92120.0,20.0,26317,1.0,338
2020-04-04,92119.0,8.0,23057,2.0,338
2020-04-04,92118.0,4.0,23575,0.0,338
2020-04-04,92116.0,36.0,31680,0.0,338
2020-04-04,92071.0,15.0,53422,0.0,338
2020-04-04,91915.0,12.0,24659,0.0,338
2020-04-04,92067.0,13.0,9535,0.0,338
2020-04-04,92008.0,8.0,27649,0.0,338
2020-04-04,92007.0,4.0,10429,0.0,338
2020-04-04,92004.0,1.0,3881,0.0,338
2020-04-04,91978.0,4.0,8896,1.0,338
2020-04-04,91977.0,30.0,58368,5.0,338
2020-04-04,91950.0,25.0,60322,6.0,338
2020-04-04,91945.0,14.0,25460,1.0,338
2020-04-04,91942.0,17.0,38069,5.0,338
2020-04-04,92009.0,17.0,40747,0.0,338
2020-04-04,91941.0,8.0,31779,0.0,338
2020-04-04,91916.0,1.0,1622,0.0,338
2020-04-04,91914.0,4.0,15448,0.0,338
2020-04-04,91913.0,25.0,40971,2.0,338
2020-04-04,91911.0,29.0,82999,3.0,338
2020-04-04,91910.0,30.0,75802,2.0,338
2020-04-04,91902.0,11.0,17653,1.0,338
2020-04-04,91901.0,1.0,17403,0.0,338
2020-04-04,92069.0,9.0,46369,2.0,338
2020-04-04,91935.0,2.0,8624,1.0,338
2020-04-04,92010.0,9.0,14382,0.0,338
2020-04-04,91932.0,7.0,25718,1.0,338
2020-04-04,92014.0,13.0,13154,0.0,338
2020-04-04,92066.0,2.0,378,0.0,338
2020-04-04,92011.0,9.0,22405,1.0,338
2020-04-04,92065.0,8.0,35414,1.0,338
2020-04-04,92064.0,14.0,47904,1.0,338
2020-04-04,92061.0,2.0,2499,0.0,338
2020-04-04,92057.0,8.0,54096,0.0,338
2020-04-04,92056.0,11.0,51835,0.0,338
2020-04-04,92054.0,8.0,40375,0.0,338
2020-04-04,92040.0,12.0,41281,2.0,338
2020-04-04,92058.0,6.0,42436,1.0,338
2020-04-04,92029.0,10.0,19021,1.0,338
2020-04-04,92028.0,6.0,46239,0.0,338
2020-04-04,92027.0,8.0,53881,0.0,338
2020-04-04,92026.0,8.0,48922,0.0,338
2020-04-04,92025.0,12.0,49978,0.0,338
2020-04-04,92024.0,26.0,49121,1.0,338
2020-04-04,92021.0,33.0,65068,3.0,338
2020-04-04,92037.0,32.0,46781,0.0,338
2020-04-04,92019.0,30.0,42598,3.0,338
2020-04-04,92020.0,44.0,57767,2.0,338
2020-04-05,92105.0,31.0,69813,0.0,337
2020-04-05,92106.0,9.0,19330,0.0,337
2020-04-05,92107.0,3.0,28651,0.0,337
2020-04-05,92108.0,16.0,18858,0.0,337
2020-04-05,92113.0,35.0,56066,0.0,337
2020-04-05,92110.0,15.0,25341,0.0,337
2020-04-05,92111.0,18.0,45096,0.0,337
2020-04-05,92114.0,27.0,65433,0.0,337
2020-04-05,92104.0,34.0,44414,0.0,337
2020-04-05,92115.0,25.0,58560,0.0,337
2020-04-05,92109.0,25.0,45787,0.0,337
2020-04-05,92103.0,66.0,31066,0.0,337
2020-04-05,92081.0,10.0,27404,0.0,337
2020-04-05,92101.0,34.0,37095,0.0,337
2020-04-05,92096.0,0.0,3395,0.0,337
2020-04-05,92093.0,4.0,8392,0.0,337
2020-04-05,92091.0,2.0,1048,0.0,337
2020-04-05,92086.0,0.0,1573,0.0,337
2020-04-05,92084.0,10.0,47654,0.0,337
2020-04-05,92083.0,6.0,36975,0.0,337
2020-04-05,92082.0,3.0,19037,0.0,337
2020-04-05,92078.0,12.0,42906,0.0,337
2020-04-05,92075.0,4.0,12056,0.0,337
2020-04-05,92071.0,15.0,53422,0.0,337
2020-04-05,92116.0,36.0,31680,0.0,337
2020-04-05,92102.0,17.0,43267,0.0,337
2020-04-05,92117.0,19.0,51332,0.0,337
2020-04-05,92155.0,0.0,550,0.0,337
2020-04-05,92119.0,8.0,23057,0.0,337
2020-04-05,92070.0,0.0,1245,0.0,337
2020-04-05,92672.0,0.0,34464,0.0,337
2020-04-05,92536.0,0.0,3810,0.0,337
2020-04-05,92259.0,0.0,390,0.0,337
2020-04-05,92182.0,0.0,606,0.0,337
2020-04-05,92173.0,17.0,29429,0.0,337
2020-04-05,92161.0,3.0,0,0.0,337
2020-04-05,92154.0,32.0,79708,0.0,337
2020-04-05,92145.0,2.0,1449,0.0,337
2020-04-05,92140.0,0.0,3435,0.0,337
2020-04-05,92139.0,20.0,35125,0.0,337
2020-04-05,92136.0,2.0,10699,0.0,337
2020-04-05,92135.0,0.0,571,0.0,337
2020-04-05,92134.0,0.0,198,0.0,337
2020-04-05,92131.0,6.0,32787,0.0,337
2020-04-05,92130.0,22.0,48940,0.0,337
2020-04-05,92129.0,18.0,51536,0.0,337
2020-04-05,92128.0,26.0,47490,0.0,337
